crop_name,adm_id,date,tmin,tmax,prec,rad,tavg,et0,vpd,cwb
wheat,NL13,20010104,3.868,8.301,6.219,489502.281,6.878,0.393,2.298,5.826
wheat,NL21,20010104,4.34,8.448,7.072,506953.375,7.155,0.444,2.256,6.628
wheat,NL22,20010104,5.089,8.762,6.917,579971.438,7.494,0.506,2.339,6.411
wheat,NL23,20010104,5.157,8.794,7.766,565328.5,7.563,0.479,2.222,7.287
wheat,NL31,20010104,5.614,8.883,5.172,592278.75,7.61,0.47,2.24,4.702
wheat,NL32,20010104,5.303,9.162,6.716,633239.125,7.775,0.516,2.308,6.2
wheat,NL33,20010104,6.409,9.166,3.603,605999.812,7.785,0.522,2.294,3.081
wheat,NL34,20010104,6.75,9.289,2.872,673296.562,7.888,0.676,2.376,2.196
wheat,NL41,20010104,6.292,9.122,3.283,609881.562,7.735,0.591,2.438,2.692
wheat,NL42,20010104,5.887,8.868,4.382,1184837.5,7.281,0.659,2.754,3.723
wheat,NL11,20010105,5.086,9.4,13.269,342845.781,6.852,0.888,2.845,12.381
wheat,NL12,20010105,5.522,8.798,12.566,507973.219,6.818,0.816,2.371,11.75
wheat,NL13,20010105,5.371,9.513,13.552,282574.531,7.096,0.798,2.751,12.754
wheat,NL21,20010105,5.665,9.594,15.253,279144.719,7.286,0.748,2.661,14.505
wheat,NL22,20010105,5.823,9.699,17.322,319504.281,7.498,0.687,2.495,16.635
wheat,NL23,20010105,6.105,9.777,16.369,399022.75,7.397,0.807,2.727,15.562
wheat,NL31,20010105,5.883,9.663,17.158,371988.062,7.47,0.643,2.376,16.515
wheat,NL32,20010105,5.947,9.554,14.374,589090.875,7.232,0.788,2.684,13.586
wheat,NL33,20010105,6.254,9.974,17.605,628251.125,7.714,0.686,2.545,16.919
wheat,NL34,20010105,6.431,10.226,17.378,726348.438,7.946,0.757,2.696,16.621
wheat,NL41,20010105,6.202,10.013,17.753,442919.0,7.798,0.696,2.516,17.057
wheat,NL42,20010105,5.805,9.935,17.454,366487.656,7.72,0.661,2.52,16.793
wheat,NL11,20010106,3.974,7.039,0.627,2278110.25,5.43,0.572,2.119,0.055
wheat,NL12,20010106,4.574,7.182,0.412,2333267.0,5.961,0.637,2.12,-0.225
wheat,NL13,20010106,3.588,7.179,0.874,2517835.5,5.358,0.506,2.117,0.368
wheat,NL21,20010106,3.709,7.304,1.067,2610905.0,5.495,0.473,2.079,0.594
wheat,NL22,20010106,3.785,7.294,1.911,2484803.5,5.62,0.445,1.899,1.466
wheat,NL23,20010106,4.467,7.491,0.663,2667829.75,5.742,0.523,2.195,0.14
wheat,NL31,20010106,4.089,7.443,1.265,2858016.5,5.635,0.438,2.072,0.827
wheat,NL32,20010106,4.484,7.681,0.477,2884496.0,6.249,0.541,2.383,-0.064
wheat,NL33,20010106,4.654,7.632,1.465,3097718.25,6.043,0.498,2.197,0.967
wheat,NL34,20010106,5.045,7.875,1.43,3002149.5,6.324,0.566,2.26,0.864
wheat,NL41,20010106,4.364,7.599,1.997,2673986.5,5.906,0.489,2.025,1.508
wheat,NL42,20010106,4.087,7.805,4.602,1917939.25,5.779,0.554,2.257,4.048
wheat,NL11,20010107,3.138,6.655,0.216,1531519.0,5.075,0.494,1.902,-0.278
wheat,NL12,20010107,4.54,6.702,0.428,2201239.25,5.518,0.488,1.687,-0.06
wheat,NL13,20010107,2.602,6.731,0.241,1431084.625,4.946,0.53,2.074,-0.289
wheat,NL21,20010107,2.613,6.774,0.299,1591662.375,4.878,0.546,2.163,-0.247
wheat,NL22,20010107,2.516,6.729,0.329,1753048.125,4.742,0.568,2.222,-0.239
wheat,NL23,20010107,3.051,6.822,0.438,1586695.0,4.979,0.579,2.01,-0.141
wheat,NL31,20010107,2.328,6.706,0.389,1681205.875,4.569,0.562,2.117,-0.173
wheat,NL32,20010107,4.451,7.165,0.986,2318021.25,5.635,0.485,1.954,0.501
wheat,NL33,20010107,2.817,7.031,0.622,2134362.5,4.806,0.529,2.227,0.093
wheat,NL34,20010107,2.825,7.425,0.325,2517372.0,5.023,0.575,2.532,-0.25
wheat,NL41,20010107,2.446,6.958,0.295,1941808.5,4.643,0.591,2.371,-0.296
wheat,NL42,20010107,3.169,7.198,0.17,2820552.75,4.811,0.539,2.696,-0.369
wheat,NL11,20010108,2.145,5.572,1.006,1749176.125,4.015,0.281,1.537,0.725
wheat,NL12,20010108,3.827,6.381,1.988,2008982.25,5.227,0.387,1.711,1.601
wheat,NL13,20010108,1.487,5.562,1.044,1896219.875,3.704,0.253,1.647,0.791
wheat,NL21,20010108,1.245,5.794,0.688,2118416.5,3.756,0.235,1.792,0.453
wheat,NL22,20010108,0.938,5.752,0.587,2583040.5,3.691,0.173,1.772,0.414
wheat,NL23,20010108,1.955,6.237,1.124,1999982.375,4.331,0.279,1.872,0.845
wheat,NL31,20010108,1.129,5.941,0.775,2468670.25,3.874,0.172,1.782,0.603
wheat,NL32,20010108,3.79,6.823,1.632,2161093.0,5.547,0.414,1.982,1.218
wheat,NL33,20010108,1.819,6.423,0.685,2416717.75,4.684,0.228,1.901,0.457
wheat,NL34,20010108,2.097,6.527,0.324,2368541.75,4.876,0.29,1.981,0.034
wheat,NL41,20010108,1.044,6.047,0.445,2582741.5,4.019,0.18,1.85,0.265
wheat,NL42,20010108,1.297,5.749,0.33,3238011.0,3.826,0.227,1.911,0.103
wheat,NL11,20010109,1.406,6.286,0.995,2464657.5,3.785,0.344,2.111,0.651
wheat,NL12,20010109,2.405,6.447,1.255,2850563.25,4.613,0.291,1.919,0.964
wheat,NL13,20010109,0.4,6.122,0.436,2171620.25,3.314,0.415,2.185,0.021
wheat,NL21,20010109,-0.085,6.065,0.116,2320095.25,3.249,0.378,2.154,-0.262
wheat,NL22,20010109,0.721,5.733,0.029,2736495.25,3.285,0.266,1.925,-0.237
wheat,NL23,20010109,0.56,6.393,0.203,2878053.25,3.773,0.301,2.103,-0.098
wheat,NL31,20010109,0.651,5.854,0.018,2988592.75,3.345,0.228,1.913,-0.21
wheat,NL32,20010109,1.876,6.709,0.918,3072536.0,4.56,0.276,2.119,0.642
wheat,NL33,20010109,1.796,5.824,0.06,2790509.25,3.78,0.23,1.793,-0.17
wheat,NL34,20010109,2.472,5.842,0.304,2563421.5,3.957,0.266,1.853,0.038
wheat,NL41,20010109,1.633,5.506,0.069,2704379.0,3.503,0.224,1.725,-0.155
wheat,NL42,20010109,0.39,5.526,0.246,2744845.25,3.152,0.352,1.943,-0.106
wheat,NL11,20010110,0.007,3.246,0.075,1501906.125,1.745,0.2,1.145,-0.125
wheat,NL12,20010110,1.251,3.796,0.126,1818011.25,2.454,0.263,1.181,-0.137
wheat,NL13,20010110,-1.138,3.292,0.097,1360389.5,1.772,0.152,1.196,-0.055
wheat,NL21,20010110,-0.884,3.505,0.143,1667848.125,1.931,0.171,1.313,-0.028
wheat,NL22,20010110,0.574,3.646,0.888,1908451.5,2.312,0.291,1.362,0.597
wheat,NL23,20010110,0.644,3.916,0.13,1824624.5,2.492,0.244,1.326,-0.114
wheat,NL31,20010110,1.059,3.93,0.652,1969633.0,2.58,0.296,1.43,0.356
wheat,NL32,20010110,1.652,4.217,0.133,1923022.125,2.948,0.333,1.34,-0.2
wheat,NL33,20010110,1.65,3.989,1.695,1734515.625,2.84,0.396,1.357,1.299
wheat,NL34,20010110,1.789,3.774,4.783,1394894.5,2.895,0.436,1.174,4.347
wheat,NL41,20010110,1.228,3.618,2.917,1603598.625,2.503,0.338,1.179,2.579
wheat,NL42,20010110,-0.053,3.886,6.358,1700024.125,2.126,0.249,1.383,6.109
wheat,NL11,20010111,-1.944,3.421,0.0,3720510.5,0.451,0.181,2.52,-0.181
wheat,NL12,20010111,-0.264,4.312,0.004,3780828.75,2.325,0.341,2.749,-0.337
wheat,NL13,20010111,-3.313,2.985,0.005,3841213.5,-0.693,0.31,2.664,-0.305
wheat,NL21,20010111,-3.127,2.99,0.001,3819061.75,-0.414,0.472,2.68,-0.471
wheat,NL22,20010111,-2.473,3.261,0.189,3190901.5,0.472,0.753,2.595,-0.564
wheat,NL23,20010111,-1.994,3.236,0.004,3811151.25,0.44,0.53,2.583,-0.526
wheat,NL31,20010111,-2.096,3.368,0.145,3304806.5,0.592,0.81,2.689,-0.665
wheat,NL32,20010111,-0.502,3.606,0.008,3878523.5,1.546,0.522,2.525,-0.514
wheat,NL33,20010111,-1.109,3.535,0.786,2725618.5,1.264,0.975,2.623,-0.189
wheat,NL34,20010111,-0.143,3.799,1.831,1798279.75,2.097,0.974,2.22,0.857
wheat,NL41,20010111,-1.037,3.625,1.405,2132877.75,1.445,0.92,2.405,0.485
wheat,NL42,20010111,-1.087,4.398,2.374,1706376.375,1.847,0.661,2.116,1.713
wheat,NL11,20010112,-2.38,4.848,0.132,2839823.75,1.03,0.219,2.44,-0.087
wheat,NL12,20010112,-1.573,5.985,0.07,2827875.5,2.582,0.43,2.64,-0.36
wheat,NL13,20010112,-2.907,4.642,0.091,2722019.25,0.133,0.185,2.696,-0.094
wheat,NL21,20010112,-3.825,4.629,0.036,2609132.25,-0.137,0.235,2.853,-0.199
wheat,NL22,20010112,-3.36,4.657,0.016,2507304.25,0.022,0.361,3.027,-0.345
wheat,NL23,20010112,-2.284,5.053,0.069,2581612.5,0.893,0.282,2.731,-0.213
wheat,NL31,20010112,-2.898,4.801,0.021,2502091.5,0.258,0.37,2.994,-0.349
wheat,NL32,20010112,-0.966,5.93,0.064,2868454.75,2.641,0.297,2.575,-0.233
wheat,NL33,20010112,-2.026,5.006,0.013,2910555.75,0.955,0.453,3.051,-0.44
wheat,NL34,20010112,-0.989,5.078,0.006,3721332.25,1.604,0.639,3.201,-0.633
wheat,NL41,20010112,-2.223,4.709,0.01,2845502.0,0.637,0.501,3.078,-0.491
wheat,NL42,20010112,-2.521,4.101,0.0,3483482.0,0.07,0.548,3.135,-0.548
wheat,NL11,20010113,-3.975,-0.567,0.069,1808374.75,-2.31,0.131,0.85,-0.062
wheat,NL12,20010113,-3.106,0.412,0.03,2242264.75,-1.168,0.06,0.788,-0.03
wheat,NL13,20010113,-4.3,-0.706,0.039,2288959.0,-2.883,0.215,1.152,-0.176
wheat,NL21,20010113,-4.295,0.524,0.008,3126166.0,-2.524,0.248,1.641,-0.24
wheat,NL22,20010113,-3.166,2.041,0.0,3975259.5,-1.433,0.381,2.268,-0.381
wheat,NL23,20010113,-3.678,0.914,0.024,3177519.75,-1.903,0.234,1.56,-0.21
wheat,NL31,20010113,-3.108,2.147,0.001,4035895.25,-1.349,0.374,2.255,-0.373
wheat,NL32,20010113,-2.332,1.159,0.014,3222184.0,-0.818,0.136,1.138,-0.122
wheat,NL33,20010113,-2.244,2.75,0.002,4237699.0,-0.546,0.481,2.49,-0.479
wheat,NL34,20010113,-1.23,3.04,0.0,4484950.5,0.449,0.642,2.649,-0.642
wheat,NL41,20010113,-2.138,2.706,0.0,4241317.0,-0.444,0.521,2.547,-0.521
wheat,NL42,20010113,-2.688,2.66,0.0,4620144.5,-0.731,0.692,3.105,-0.692
wheat,NL11,20010114,-2.794,2.989,0.199,2020199.0,-0.083,0.295,1.954,-0.096
wheat,NL12,20010114,-1.598,4.605,0.14,2130723.75,1.211,0.465,2.474,-0.325
wheat,NL13,20010114,-4.547,1.982,0.275,1887651.5,-1.381,0.254,1.9,0.021
wheat,NL21,20010114,-5.015,1.771,0.228,1679880.125,-1.745,0.295,1.965,-0.067
wheat,NL22,20010114,-4.531,1.438,0.151,1772374.75,-1.755,0.354,1.902,-0.203
wheat,NL23,20010114,-4.384,2.896,0.335,1679250.125,-0.885,0.336,2.192,-0.001
wheat,NL31,20010114,-4.381,1.989,0.203,1687337.5,-1.438,0.357,2.001,-0.154
wheat,NL32,20010114,-2.583,4.431,0.188,1813655.25,0.465,0.471,2.585,-0.283
wheat,NL33,20010114,-3.752,2.362,0.103,1958449.0,-1.059,0.433,2.129,-0.33
wheat,NL34,20010114,-2.454,2.439,0.056,2933563.0,-0.461,0.524,2.174,-0.468
wheat,NL41,20010114,-3.706,1.894,0.053,2293876.5,-1.303,0.436,2.052,-0.383
wheat,NL42,20010114,-3.93,1.706,0.005,3818852.25,-1.652,0.48,2.391,-0.475
wheat,NL11,20010115,-3.678,-0.187,0.018,3513447.25,-2.394,0.277,1.49,-0.259
wheat,NL12,20010115,-3.446,0.155,0.014,3647934.75,-1.841,0.298,1.494,-0.284
wheat,NL13,20010115,-4.056,0.192,0.004,3612587.25,-2.619,0.353,1.818,-0.349
wheat,NL21,20010115,-4.082,0.653,0.001,3831893.75,-2.473,0.384,2.093,-0.383
wheat,NL22,20010115,-3.72,1.351,0.0,4287129.0,-2.057,0.437,2.475,-0.437
wheat,NL23,20010115,-3.542,0.883,0.005,3970788.25,-1.927,0.392,2.057,-0.387
wheat,NL31,20010115,-3.736,1.252,0.0,4361570.5,-2.064,0.418,2.395,-0.418
wheat,NL32,20010115,-3.096,0.904,0.006,4054436.5,-1.354,0.345,1.822,-0.339
wheat,NL33,20010115,-3.918,1.544,0.001,4567335.0,-1.916,0.466,2.596,-0.465
wheat,NL34,20010115,-3.369,1.984,0.0,4801041.0,-1.361,0.575,2.887,-0.575
wheat,NL41,20010115,-3.98,1.736,0.0,4581215.5,-1.878,0.498,2.784,-0.498
wheat,NL42,20010115,-4.46,2.477,0.0,4866629.5,-1.969,0.675,3.693,-0.675
wheat,NL11,20010116,-5.227,-0.12,0.0,3752125.0,-3.293,0.287,1.854,-0.287
wheat,NL12,20010116,-4.143,0.129,0.0,3987636.5,-2.351,0.286,1.721,-0.286
wheat,NL13,20010116,-6.128,0.426,0.0,4047715.5,-3.85,0.311,2.341,-0.311
wheat,NL21,20010116,-6.182,0.617,0.0,4300871.5,-3.803,0.293,2.534,-0.293
wheat,NL22,20010116,-5.768,1.041,0.0,4560631.0,-3.336,0.312,2.799,-0.312
wheat,NL23,20010116,-5.28,0.839,0.0,4323834.5,-3.006,0.289,2.389,-0.289
wheat,NL31,20010116,-5.733,1.139,0.0,4582772.0,-3.27,0.318,2.793,-0.318
wheat,NL32,20010116,-3.717,0.853,0.0,4267073.5,-1.895,0.266,1.988,-0.266
wheat,NL33,20010116,-5.649,1.138,0.0,4655932.5,-2.996,0.342,2.793,-0.342
wheat,NL34,20010116,-4.684,1.303,0.0,4804023.5,-2.339,0.34,2.767,-0.34
wheat,NL41,20010116,-5.832,1.188,0.0,4655138.0,-3.056,0.35,2.88,-0.35
wheat,NL42,20010116,-6.157,1.693,0.0,4917604.5,-3.202,0.367,3.321,-0.367
wheat,NL11,20010117,-6.224,-1.571,0.01,3574769.5,-4.389,0.231,1.635,-0.221
wheat,NL12,20010117,-5.171,-1.51,0.016,3368454.5,-3.532,0.25,1.435,-0.234
wheat,NL13,20010117,-7.506,-1.577,0.0,4116122.25,-5.726,0.214,2.013,-0.214
wheat,NL21,20010117,-8.183,-1.461,0.0,4332727.0,-6.013,0.19,2.178,-0.19
wheat,NL22,20010117,-7.295,-0.644,0.0,4606110.5,-5.24,0.165,2.383,-0.165
wheat,NL23,20010117,-6.936,-1.06,0.0,4247536.5,-4.865,0.165,2.023,-0.165
wheat,NL31,20010117,-7.375,-0.531,0.0,4649637.5,-5.278,0.156,2.41,-0.156
wheat,NL32,20010117,-5.111,-1.126,0.006,3592434.0,-3.412,0.165,1.513,-0.159
wheat,NL33,20010117,-7.245,-0.116,0.0,4590478.5,-4.53,0.12,2.378,-0.12
wheat,NL34,20010117,-6.15,0.585,0.001,4979042.5,-3.126,0.111,2.421,-0.11
wheat,NL41,20010117,-7.446,-0.052,0.0,4729060.0,-4.447,0.115,2.384,-0.115
wheat,NL42,20010117,-7.46,0.587,0.0,4920871.0,-3.683,0.081,2.448,-0.081
wheat,NL11,20010118,-6.439,0.69,0.062,3442622.75,-2.39,0.038,1.737,0.024
wheat,NL12,20010118,-5.023,1.625,0.105,3590263.25,-1.633,0.06,1.995,0.045
wheat,NL13,20010118,-8.475,0.965,0.066,3345800.75,-2.724,0.027,1.942,0.039
wheat,NL21,20010118,-8.794,1.385,0.077,3169820.5,-2.323,0.03,1.97,0.047
wheat,NL22,20010118,-7.315,1.671,0.317,2670546.5,-1.548,0.076,1.789,0.241
wheat,NL23,20010118,-7.467,1.547,0.174,3012401.75,-2.065,0.057,1.966,0.117
wheat,NL31,20010118,-7.319,0.911,0.797,2686203.75,-2.322,0.083,1.705,0.714
wheat,NL32,20010118,-4.517,1.22,0.578,3428889.75,-1.326,0.075,1.752,0.503
wheat,NL33,20010118,-5.825,-0.186,0.832,3217636.5,-2.665,0.088,1.525,0.744
wheat,NL34,20010118,-4.565,0.437,0.302,3379376.25,-1.885,0.143,1.708,0.159
wheat,NL41,20010118,-6.174,0.637,1.183,2556937.75,-2.059,0.113,1.515,1.07
wheat,NL42,20010118,-4.1,3.598,0.303,2978540.75,0.683,0.119,2.008,0.184
wheat,NL11,20010119,-1.529,1.24,1.228,2725891.5,-0.275,0.142,1.06,1.086
wheat,NL12,20010119,-0.414,2.216,0.859,2633546.25,0.878,0.157,1.198,0.702
wheat,NL13,20010119,-1.309,1.39,0.831,2876196.5,-0.14,0.111,1.051,0.72
wheat,NL21,20010119,-0.885,2.289,0.709,2635317.5,0.477,0.149,1.257,0.56
wheat,NL22,20010119,-0.591,2.659,0.728,2506366.5,0.792,0.166,1.283,0.562
wheat,NL23,20010119,-0.39,2.082,0.56,2868964.0,0.729,0.12,1.075,0.44
wheat,NL31,20010119,-1.155,1.855,1.133,2935999.0,0.101,0.109,1.126,1.024
wheat,NL32,20010119,-0.872,1.962,1.645,3561809.25,0.593,0.115,1.368,1.53
wheat,NL33,20010119,-2.847,1.416,0.821,3047017.0,-0.714,0.117,1.347,0.704
wheat,NL34,20010119,-2.369,1.823,0.337,2860838.5,-0.362,0.188,1.558,0.149
wheat,NL41,20010119,-1.788,2.097,0.826,2591353.0,-0.106,0.157,1.348,0.669
wheat,NL42,20010119,-0.546,3.14,0.266,3099353.5,0.873,0.186,1.69,0.08
wheat,NL11,20010120,-1.316,1.425,2.53,2315277.0,-0.199,0.167,1.074,2.363
wheat,NL12,20010120,-0.44,1.596,2.079,2516962.5,0.518,0.209,1.053,1.87
wheat,NL13,20010120,-1.244,1.383,1.341,2184273.25,0.015,0.161,0.896,1.18
wheat,NL21,20010120,-1.693,1.334,0.918,2137781.25,-0.154,0.182,0.887,0.736
wheat,NL22,20010120,-1.591,1.406,1.032,2543379.75,-0.335,0.172,1.003,0.86
wheat,NL23,20010120,-1.15,1.219,0.968,2517986.5,-0.023,0.173,0.899,0.795
wheat,NL31,20010120,-1.774,1.221,0.629,2866506.25,-0.446,0.152,1.063,0.477
wheat,NL32,20010120,-0.852,1.54,1.0,3064000.75,0.297,0.177,1.092,0.823
wheat,NL33,20010120,-1.565,2.051,1.055,3714578.25,-0.127,0.155,1.465,0.9
wheat,NL34,20010120,-1.123,2.375,1.819,4045252.5,0.319,0.196,1.609,1.623
wheat,NL41,20010120,-1.93,1.758,0.887,3331966.0,-0.321,0.168,1.336,0.719
wheat,NL42,20010120,-2.199,1.691,0.718,2796968.5,-0.393,0.24,1.268,0.478
wheat,NL11,20010121,-1.673,0.418,0.242,2847406.0,-0.816,0.286,1.131,-0.044
wheat,NL12,20010121,-1.182,1.151,0.85,2648980.75,-0.12,0.422,1.294,0.428
wheat,NL13,20010121,-1.614,0.527,1.068,2672987.0,-0.908,0.291,1.128,0.777
wheat,NL21,20010121,-2.038,0.669,2.835,2775011.5,-1.034,0.257,1.159,2.578
wheat,NL22,20010121,-2.4,0.814,6.526,3760844.5,-0.765,0.198,1.156,6.328
wheat,NL23,20010121,-1.581,1.022,4.187,3112887.5,-0.444,0.306,1.209,3.881
wheat,NL31,20010121,-2.304,0.809,7.495,4044161.0,-0.671,0.216,1.165,7.279
wheat,NL32,20010121,-1.146,1.134,4.129,3679915.0,-0.047,0.294,1.174,3.835
wheat,NL33,20010121,-3.046,1.458,8.849,3727260.5,-0.305,0.208,1.352,8.641
wheat,NL34,20010121,-2.952,3.63,11.897,2757129.5,0.599,0.123,1.977,11.774
wheat,NL41,20010121,-3.382,1.85,9.575,3825197.0,-0.299,0.174,1.521,9.401
wheat,NL42,20010121,-3.468,2.642,8.625,4562761.5,-0.119,0.179,2.033,8.446
wheat,NL11,20010122,-1.791,3.56,1.774,1532035.875,0.873,0.135,1.74,1.639
wheat,NL12,20010122,-1.298,4.58,2.133,1603158.625,1.603,0.131,1.986,2.002
wheat,NL13,20010122,-1.482,3.885,2.741,1355082.875,1.242,0.147,1.673,2.594
wheat,NL21,20010122,-1.134,4.346,4.741,1313309.0,1.816,0.163,1.601,4.578
wheat,NL22,20010122,-0.288,5.46,6.269,1167591.0,2.983,0.183,1.625,6.086
wheat,NL23,20010122,-0.657,5.001,4.224,1520035.25,2.328,0.158,1.767,4.066
wheat,NL31,20010122,-0.317,5.507,4.702,1360278.5,2.901,0.167,1.683,4.535
wheat,NL32,20010122,-0.416,5.646,3.079,1629059.75,2.778,0.16,1.943,2.919
wheat,NL33,20010122,0.166,6.641,3.923,1129036.375,4.001,0.188,1.917,3.735
wheat,NL34,20010122,2.942,7.73,5.557,1236814.625,5.756,0.186,1.841,5.371
wheat,NL41,20010122,0.922,6.816,6.193,1004434.812,4.516,0.201,1.74,5.992
wheat,NL42,20010122,1.972,7.379,11.257,1202062.125,5.588,0.191,1.711,11.066
wheat,NL11,20010123,2.32,8.34,8.18,1862505.75,5.583,0.106,2.566,8.074
wheat,NL12,20010123,3.511,9.46,7.613,2448759.25,6.356,0.075,3.152,7.538
wheat,NL13,20010123,2.859,8.879,6.926,1709563.125,6.119,0.125,2.651,6.801
wheat,NL21,20010123,3.593,9.668,7.604,1866937.75,6.75,0.129,3.003,7.475
wheat,NL22,20010123,4.368,10.441,8.04,2403590.0,7.474,0.11,3.275,7.93
wheat,NL23,20010123,4.12,10.28,8.197,2387471.25,7.1,0.128,3.355,8.069
wheat,NL31,20010123,4.483,10.71,6.793,2958467.75,7.518,0.077,3.402,6.716
wheat,NL32,20010123,4.489,10.838,7.118,3187362.5,7.35,0.185,3.83,6.933
wheat,NL33,20010123,4.761,11.379,6.815,3474364.0,7.951,0.146,3.864,6.669
wheat,NL34,20010123,5.157,11.703,7.012,3381088.5,8.21,0.367,4.048,6.645
wheat,NL41,20010123,5.016,11.325,7.286,3154485.5,8.068,0.151,3.763,7.135
wheat,NL42,20010123,5.525,11.034,6.06,2961185.0,8.084,0.328,3.823,5.732
wheat,NL11,20010124,2.925,10.254,8.927,3581760.5,6.887,0.745,3.849,8.182
wheat,NL12,20010124,4.404,10.214,11.755,4062442.75,7.092,0.894,3.914,10.861
wheat,NL13,20010124,2.774,10.569,6.827,3434677.5,7.081,0.812,3.933,6.015
wheat,NL21,20010124,3.01,11.116,6.62,3486438.25,7.311,0.86,4.31,5.76
wheat,NL22,20010124,3.163,11.552,6.125,3854774.0,7.513,0.859,4.606,5.266
wheat,NL23,20010124,3.503,11.019,8.533,4086901.75,7.374,0.891,4.282,7.642
wheat,NL31,20010124,3.146,11.319,8.175,4373126.5,7.362,0.864,4.493,7.311
wheat,NL32,20010124,4.358,10.966,11.239,4630918.0,7.486,0.97,4.404,10.269
wheat,NL33,20010124,3.765,11.453,8.31,4585287.5,7.51,1.12,4.744,7.19
wheat,NL34,20010124,4.501,11.404,7.058,4636056.0,7.676,1.214,4.762,5.844
wheat,NL41,20010124,3.652,11.67,7.204,4269983.0,7.618,1.057,4.795,6.147
wheat,NL42,20010124,3.749,11.759,5.24,2926909.5,7.809,1.083,4.732,4.157
wheat,NL11,20010125,2.116,7.479,2.142,2672848.25,4.807,0.411,2.487,1.731
wheat,NL12,20010125,3.454,7.602,0.835,2879755.5,5.455,0.536,2.405,0.299
wheat,NL13,20010125,2.159,7.642,2.221,2342093.0,4.875,0.426,2.508,1.795
wheat,NL21,20010125,2.603,7.878,2.06,2221640.75,5.057,0.462,2.561,1.598
wheat,NL22,20010125,2.929,7.986,2.172,2053134.875,5.329,0.475,2.476,1.697
wheat,NL23,20010125,3.253,8.145,1.697,2477752.0,5.488,0.516,2.649,1.181
wheat,NL31,20010125,3.061,8.215,1.557,2325562.5,5.523,0.497,2.637,1.06
